id_fichero,tipo,text1,text2
10930797,Support,"El último modelo multivariado para respuesta seleccionado DFI (P=0,009), múltiples sitios de enfermedad visceral (P=0,037) y disnea (P=<0,001) utilizando la selección hacia adelante,",Las variables QL evaluadas por el paciente parecen ser pronósticas para la supervivencia y la respuesta a la quimioterapia en mujeres con cáncer de mama avanzado.
10944126,Support,"Los pacientes asignados a oxaliplatino más LV5FU2 tuvieron una supervivencia significativamente más larga libre de progresión (mediana, 9,0 v 6,2 meses; P = 0,0003) y una mejor tasa de respuesta (50,7% v 22,3%; P = 0,0001) en comparación con el brazo control.","La combinación de LV5FU2-oxaliplatino parece beneficiosa como terapia de primera línea en cáncer colorrectal avanzado, demostrando una supervivencia prolongada libre de progresión con tolerabilidad aceptable y mantenimiento de CV."
10944126,Support,"El LV5FU2 más oxaliplatino dio mayor frecuencia de los criterios comunes de toxicidad de grado 3/4 del Instituto Nacional del Cáncer neutropenia (41.7% v 5.3% de los pacientes), diarrea de grado 3/4 (11.9% v 5.3%) y toxicidad neurosensorial de grado 3 (18.2% v 0%), pero esto no dio lugar a un deterioro de la calidad de vida (QoL).","La combinación de LV5FU2-oxaliplatino parece beneficiosa como terapia de primera línea en cáncer colorrectal avanzado, demostrando una supervivencia prolongada libre de progresión con tolerabilidad aceptable y mantenimiento de CV."
10944126,Support,"La supervivencia sin progresión de la enfermedad o deterioro del estado de salud global fue mayor en los pacientes asignados al tratamiento con oxaliplatino (P = 0,004).","La combinación de LV5FU2-oxaliplatino parece beneficiosa como terapia de primera línea en cáncer colorrectal avanzado, demostrando una supervivencia prolongada libre de progresión con tolerabilidad aceptable y mantenimiento de CV."
10944130,Support,"Las respuestas completas o parciales se alcanzaron en el 12% de los pacientes tratados con IFNalpha2a más 13-CRA y en el 6% de los pacientes tratados con IFNalpha2a (P = 0,14).",La proporción de respuesta y la supervivencia no mejoraron significativamente con la adición de 13-CRA al tratamiento con IFNalpha2a en pacientes con CCR avanzado.
10944130,Support,"La mediana de la duración de la respuesta (combinada completa y parcial) en el grupo tratado con la combinación fue de 33 meses (intervalo, de 9 a 50 meses), frente a 22 meses (intervalo, de 5 a 38 meses) en el segundo grupo (P = 0,03).",13-CRA puede alargar la respuesta al tratamiento con IFNalpha2a en pacientes con tumores sensibles a IFNalpha2a.
10944130,Support,"La mediana del tiempo de supervivencia de todos los pacientes fue de 15 meses, sin diferencia en la supervivencia entre los dos brazos de tratamiento (P = 0,26).",La proporción de respuesta y la supervivencia no mejoraron significativamente con la adición de 13-CRA al tratamiento con IFNalpha2a en pacientes con CCR avanzado.
10944130,Support,La CV disminuyó durante las primeras 8 semanas de tratamiento y siguió una recuperación parcial.,"El tratamiento, en particular el tratamiento combinado, se asoció con una disminución de la CV."
11034245,Support,"El número medio de ciclos de quimioterapia fue de 6,5+/-3,7 (brazo IV) frente a 7,2+/-4,3 (brazo oral), respectivamente.",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,"La tasa de recurrencia fue 9/74 (12,1%) en el brazo IV y 6/92 (6,5%) en el brazo oral, respectivamente (P = 0,937).",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,"La recurrencia local fue de 2/74 (estadio III; 2,7%) en el brazo IV y de 1/92 (estadio II; 1,1%) en el brazo oral, respectivamente.",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,"La recurrencia sistémica fue 7/74 (estadio III; 9,4%) en el brazo IV y 5/92 (estadio III; 5,4%) en el brazo oral, respectivamente.",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,El perfil de toxicidad fue el siguiente: la leucopenia (30/74 vs. 17/92) y la alopecia (21/74 vs. 13/92) fueron estadísticamente más frecuentes en el brazo IV.,El régimen oral también puede administrarse de forma segura con toxicidad y tolerabilidad adecuadas.
11034245,Support,La diarrea fue más común en el brazo oral.,El régimen oral también puede administrarse de forma segura con toxicidad y tolerabilidad adecuadas.
11034245,Support,"Se observó buena calidad de vida a 1 mes (19,5% vs. 49%) y 2 meses (47% vs. 72%), respectivamente (P< 0,05).",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,"La mala calidad de vida entre dos grupos se observó a 1 mes (23,9% vs 13%) y a 2 meses (15,8% vs. 3,7%) después de la quimioterapia.",La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.
11034245,Support,La doxifluridina oral con leucovorina muestra una eficacia terapéutica comparable al régimen intravenoso de 5-FU con alta calidad de vida como terapia adyuvante postoperatoria.,El régimen oral también puede administrarse de forma segura con toxicidad y tolerabilidad adecuadas.
11106123,Support,"Después de una mediana del tiempo de seguimiento de 62 semanas (rango 18-108), la mediana del tiempo hasta la progresión fue de 38, 25 y 27 semanas para los grupos A, B y C, respectivamente.","El régimen TOM + LFA 5-FU mostró un RR y un perfil de toxicidad muy cercano a la combinación MTX + LFA 5-FU, y no merece una evaluación adicional en pacientes con cáncer colorrectal avanzado."
11106123,Support,"Con 94 pacientes aún vivos, la probabilidad de supervivencia a un año fue del 61%, 54% y 59%, respectivamente.","El régimen TOM + LFA 5-FU mostró un RR y un perfil de toxicidad muy cercano a la combinación MTX + LFA 5-FU, y no merece una evaluación adicional en pacientes con cáncer colorrectal avanzado."
11106123,Support,"La neutropenia y diarrea de grado 3 ó 4 de la OMS afectaron al 46% y al 16%, respectivamente, de los pacientes tratados con CPT-11 + LFA 5-FU.","El régimen TOM + LFA 5-FU mostró un RR y un perfil de toxicidad muy cercano a la combinación MTX + LFA 5-FU, y no merece una evaluación adicional en pacientes con cáncer colorrectal avanzado."
11106123,Support,"Las toxicidades graves de TOM + LFA-5-FU fueron neutropenia (16%) y diarrea (16%), pero la mediana relativa de DI8 fue del 93% para TOM y del 82% para 5-FU.","El régimen TOM + LFA 5-FU mostró un RR y un perfil de toxicidad muy cercano a la combinación MTX + LFA 5-FU, y no merece una evaluación adicional en pacientes con cáncer colorrectal avanzado."
11142481,Support,"Se obtuvieron nueve RC y veintisiete PR en ciento once pacientes evaluables tratados en el brazo experimental (RR = 32%, intervalo de confianza del 95% (IC 95%): 24%-42%), mientras que se observaron dos RC y once PR entre ciento tres pacientes evaluables en el brazo control (RR = 13%, IC 95%: 7%-21%).",La modulación bioquímica específica de la FU es más activa que la MTX --> 5-FU como tratamiento de primera línea del cáncer colorrectal avanzado.
11142481,Support,"La SLP fue significativamente más larga en el brazo experimental (6,2 vs 4,3 meses, odds ratio 0,66, P = 0,003),","Sin embargo, la supervivencia global fue similar, lo que sugiere que alternar el bolo y el 5-FU de infusión por adelantado puede ser tan eficaz como administrarlos en secuencia como el tratamiento de primera y segunda línea."
11142481,Support,"la supervivencia global fue similar en ambos brazos (14,8 meses en el brazo experimental frente a 14,1 meses en el brazo control);","Sin embargo, la supervivencia global fue similar, lo que sugiere que alternar el bolo y el 5-FU de infusión por adelantado puede ser tan eficaz como administrarlos en secuencia como el tratamiento de primera y segunda línea."
11142481,Support,La toxicidad de grado 3-4 de la OMS se produjo en el 13% de los ciclos del brazo experimental y en el 8% de los ciclos del brazo de control.,la calidad de vida también era similar.
11181777,Support,"Los pacientes del grupo de PCDE presentaron una frecuencia estadísticamente significativa de respuestas combinadas completas más parciales en comparación con los del grupo de EP (21% más 55% frente a 13% más 48%, respectivamente; P = 0,02 para la diferencia en las respuestas objetivas combinadas).","En comparación con el régimen EP, el régimen PCDE produjo tasas de respuesta más altas y mejores tasas de supervivencia en pacientes con CPCP extenso sin afectar la calidad de vida de los pacientes durante la quimioterapia."
11181777,Support,"Los pacientes del grupo de PCDE sobrevivieron más que los del grupo de EP (tasa de supervivencia a 1 año: 40% y 29%, respectivamente; mediana de supervivencia: 10,5 y 9,3 meses, respectivamente; rango logarítmico P = 0,0067).","En comparación con el régimen EP, el régimen PCDE produjo tasas de respuesta más altas y mejores tasas de supervivencia en pacientes con CPCP extenso sin afectar la calidad de vida de los pacientes durante la quimioterapia."
11250991,Support,"La SLP a 2 años proyectada es del 90,4% en tres ciclos y del 89,4% en cuatro ciclos.","tres ciclos de BEP, con etopósido a 500 mg/m(2), es suficiente tratamiento para el cáncer de células germinales de buen pronóstico"
11250991,Support,"La diferencia en la SLP entre tres y cuatro ciclos es de -1,0% (80% límite de confianza [CL], -3,8%, +1,8%).",Se afirma la equivalencia para tres ciclos frente a cuatro ciclos porque los límites superior e inferior del 80% de CL son inferiores al 5%.
11250991,Support,Se afirma la equivalencia para tres ciclos frente a cuatro ciclos porque los límites superior e inferior del 80% de CL son inferiores al 5%.,"tres ciclos de BEP, con etopósido a 500 mg/m(2), es suficiente tratamiento para el cáncer de células germinales de buen pronóstico"
11250991,Support,"En la comparación de 5 frente a 3 días, la SLP a 2 años proyectada es de 88,8% y 89,7%, respectivamente (diferencia, -0,9%, (80% CL, -4,1%, +2,2%).",En esta comparación también se afirma la equivalencia.
11250991,Support,En esta comparación también se afirma la equivalencia.,la administración de la quimioterapia en 3 días no tiene ningún efecto perjudicial sobre la eficacia del régimen de BEP.
11250991,Support,Se afirma la equivalencia para tres ciclos frente a cuatro ciclos porque los límites superior e inferior del 80% de CL son inferiores al 5%.,"tres ciclos de BEP, con etopósido a 500 mg/m(2), es suficiente tratamiento para el cáncer de células germinales de buen pronóstico"
11250991,Support,La calidad de vida se mantuvo mejor en los pacientes que recibieron tres ciclos;,"tres ciclos de BEP, con etopósido a 500 mg/m(2), es suficiente tratamiento para el cáncer de células germinales de buen pronóstico"
11250991,Support,No se detectaron diferencias entre 3 y 5 días de tratamiento.,la administración de la quimioterapia en 3 días no tiene ningún efecto perjudicial sobre la eficacia del régimen de BEP.
11304763,Support,Cuatro ciclos de terapia de inducción de PE seguidos de cuatro ciclos de topotecan mejoraron la SLP pero no mejoraron la supervivencia global o la calidad de vida en el CPCP en estadio extenso.,Cuatro ciclos de PE estándar siguen siendo un tratamiento de primera línea adecuado para pacientes con CPCP en estadios extensos con buen estado de rendimiento.
11304763,Support,"Las tasas de respuesta completa y parcial a la EP de inducción fueron del 3% y el 32%, respectivamente.",Cuatro ciclos de PE estándar siguen siendo un tratamiento de primera línea adecuado para pacientes con CPCP en estadios extensos con buen estado de rendimiento.
11304763,Support,"La mediana del tiempo de supervivencia de los 402 pacientes elegibles fue de 9,6 meses.",Cuatro ciclos de terapia de inducción de PE seguidos de cuatro ciclos de topotecan mejoraron la SLP pero no mejoraron la supervivencia global o la calidad de vida en el CPCP en estadio extenso.
11304763,Support,"La supervivencia libre de progresión (SLP) desde la fecha de aleatorización en el paso 2 fue significativamente mejor con topotecan en comparación con la observación (3,6 meses v 2,3 meses; p < 0,001).",Cuatro ciclos de terapia de inducción de PE seguidos de cuatro ciclos de topotecan mejoraron la SLP pero no mejoraron la supervivencia global o la calidad de vida en el CPCP en estadio extenso.
11304763,Support,"La supervivencia global a partir de la fecha de aleatorización en el paso 2 no fue significativamente diferente entre los brazos de observación y topotecan (8,9 meses v 9,3 meses; P = 4,43).",Cuatro ciclos de terapia de inducción de PE seguidos de cuatro ciclos de topotecan mejoraron la SLP pero no mejoraron la supervivencia global o la calidad de vida en el CPCP en estadio extenso.
11304763,Support,No se observó diferencia en la calidad de vida entre topotecan y observación en ningún momento de evaluación ni para ninguna de las puntuaciones de subescala.,Cuatro ciclos de terapia de inducción de PE seguidos de cuatro ciclos de topotecan mejoraron la SLP pero no mejoraron la supervivencia global o la calidad de vida en el CPCP en estadio extenso.
12122096,Support,"Para los pacientes con tumores ER negativos, la adición de CMF mejoró estadísticamente significativamente la SDA (FSD a 5 años = 84% para CMF--> tamoxifeno versus 69% para tamoxifeno solo; diferencia = 15%; intervalo de confianza del 95% [IC] = 6% a 24%; relación de riesgo [RR] = 0,52; IC 95% = 0,34 a 0,79; P = 0,003) y SG (OS a 5 años = 89% para CMF--> tamoxifeno versus 81% para tamoxifeno solo; diferencia = 8%; IC 95% = 0% a 16%; RR = 0,51; IC 95% = 0,30 a 0,87; P = 0,01).","Los pacientes posmenopáusicos con cáncer de mama ganglionar negativo se beneficiaron sustancialmente de la quimioterapia adyuvante si su cáncer era ER negativo (es decir, no responde endocrino)."
12122096,Support,"Por el contrario, para los pacientes con tumores positivos para la ER, la adición de CMF no proporcionó ningún beneficio en términos de SDA (5 años DFS = 84% para CMF--> tamoxifeno versus 85% para tamoxifeno solo; diferencia = -1; IC 95% = -6% a 4%; RR = 0,99; IC 95% = 0,75 a 1,30; P = 0,92) o SG (OS 5 años = 95% para CMF--> tamoxifeno versus 93% para tamoxifeno solo; diferencia = 2%; IC 95% = -1% a 5%; RR = 0,95; IC 95% = 0,64 a 1,40; P = 80).","En cambio, si su cáncer era ER positivo (es decir, con respuesta endocrina), no obtuvieron ningún beneficio del tratamiento combinado en comparación con el tamoxifeno solo."
12131085,Support,"no hubo diferencias en la función intestinal, puntuación de continencia y calidad de vida a 1 año.",Las bolsas de coloplastia produjeron más fugas anastomóticas y diferencias mínimas en la función intestinal.
12131085,Support,"A los 4 meses, los pacientes con J-pouch presentaron un 10,3% menos de fragmentación de las heces, pero un menor aplazamiento de las heces y más fugas nocturnas.","Un taladro colónico puede reducir la frecuencia excesiva de las heces y la incontinencia después de la resección anterior, pero con el riesgo de problemas de evacuación."
12131085,Support,La CP resultó en más fugas anastomóticas.,Las bolsas de coloplastia produjeron más fugas anastomóticas y diferencias mínimas en la función intestinal.
12181240,Support,pero la supervivencia del paciente y la calidad de vida han mejorado con esta modalidad en algunos ensayos.,"La quimioterapia es moderadamente eficiente como tratamiento para el adenocarcinoma pancreático,"
12181240,Support,"La tasa de respuesta fue baja en ambos brazos, pero superior en el brazo de la FUP: 12% versus 0% (análisis de intención de tratar, p <0,01).","En carcinomas pancreáticos avanzados con mal pronóstico, la FUP fue superior a la FU en términos de respuesta y supervivencia libre de progresión, pero no en términos de supervivencia global."
12181240,Support,"Las tasas de supervivencia a los 6 meses fueron de 28% y 38% para los grupos de FU y FUP, respectivamente, y las tasas de supervivencia a 1 año fueron de 9% y 17% (prueba de rango logarítmico, P = 0,10).","En carcinomas pancreáticos avanzados con mal pronóstico, la FUP fue superior a la FU en términos de respuesta y supervivencia libre de progresión, pero no en términos de supervivencia global."
12181240,Support,"La supervivencia a un año libre de progresión fue de 0% con FU frente a 10% con FUP (prueba de rango logarítmico, P = 0,0001).","En carcinomas pancreáticos avanzados con mal pronóstico, la FUP fue superior a la FU en términos de respuesta y supervivencia libre de progresión, pero no en términos de supervivencia global."
12195763,Support,"La somnolencia, la confusión y la sequedad bucal fueron significativamente más intensas con amitriptilina que con placebo (P < 0,036, 0,003 y 0,034, respectivamente).",Los efectos analgésicos de la amitriptilina fueron leves y se asociaron con efectos adversos.
12195763,Support,"No se encontraron beneficios significativos en analgesia en la intensidad global del dolor de la semana anterior de tratamiento, la menor intensidad del dolor o el dolor evaluado justo después de una semana de tratamiento, en el momento de la visita, cuando se comparó amitriptilina con placebo.",Los efectos analgésicos de la amitriptilina fueron leves y se asociaron con efectos adversos.
12195763,Support,"Se evidenció una diferencia significativa para el peor dolor (P < 0,035).",Los efectos analgésicos de la amitriptilina fueron leves y se asociaron con efectos adversos.
12195763,Support,No se encontraron diferencias en las dosis de opioides durante el período de estudio.,Debe cuestionarse el uso extensivo del medicamento para el dolor por cáncer.
